entry,Base_SMILES,Base_Name,Ligand_SMILES,Ligand_Name,Solvent_SMILES,Solvent_Name,Concentration,Temp_C,yield
889,O=C([O-])C.[K+],KOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCC#N,BuCN,0.1,90,0.0
890,O=C([O-])C.[K+],KOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCC#N,BuCN,0.1,90,3.89
891,O=C([O-])C.[K+],KOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCC#N,BuCN,0.1,90,19.97
892,O=C([O-])C.[K+],KOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCC#N,BuCN,0.1,90,16.04
893,O=C([O-])C.[K+],KOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCC#N,BuCN,0.1,90,0.0
894,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCC#N,BuCN,0.1,90,26.88
895,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCC#N,BuCN,0.1,90,0.0
896,O=C([O-])C(C)(C)C.[K+],KOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCC#N,BuCN,0.1,90,0.0
897,O=C([O-])C(C)(C)C.[K+],KOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCC#N,BuCN,0.1,90,0.0
898,O=C([O-])C(C)(C)C.[K+],KOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCC#N,BuCN,0.1,90,57.18
899,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C)C1=CC=CC=C1,PPhMe2,CCCC#N,BuCN,0.1,90,0.0
900,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCC#N,BuCN,0.1,90,26.28
901,O=C([O-])C.[Cs+],CsOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCC#N,BuCN,0.1,90,0.0
902,O=C([O-])C.[Cs+],CsOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCC#N,BuCN,0.1,90,18.59
903,O=C([O-])C.[Cs+],CsOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCC#N,BuCN,0.1,90,32.14
904,O=C([O-])C.[Cs+],CsOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCC#N,BuCN,0.1,90,57.95
905,O=C([O-])C.[Cs+],CsOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCC#N,BuCN,0.1,90,0.0
906,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCC#N,BuCN,0.1,90,31.38
907,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCC#N,BuCN,0.1,90,0.0
908,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCC#N,BuCN,0.1,90,24.25
909,O=C([O-])C(C)(C)C.[Cs+],CsOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCC#N,BuCN,0.1,90,13.01
910,O=C([O-])C(C)(C)C.[Cs+],CsOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCC#N,BuCN,0.1,90,37.4
911,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C)C1=CC=CC=C1,PPhMe2,CCCC#N,BuCN,0.1,90,0.0
912,O=C([O-])C.[K+],KOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.1,90,5.5
913,O=C([O-])C.[K+],KOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.1,90,0.0
914,O=C([O-])C.[K+],KOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.1,90,0.79
915,O=C([O-])C.[K+],KOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.1,90,4.43
916,O=C([O-])C.[K+],KOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.1,90,14.83
917,O=C([O-])C.[K+],KOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.1,90,0.0
918,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.1,90,25.0
919,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.1,90,0.0
920,O=C([O-])C(C)(C)C.[K+],KOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.1,90,8.16
921,O=C([O-])C(C)(C)C.[K+],KOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.1,90,0.0
922,O=C([O-])C(C)(C)C.[K+],KOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.1,90,21.51
923,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.1,90,0.0
924,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.1,90,16.28
925,O=C([O-])C.[Cs+],CsOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.1,90,0.0
926,O=C([O-])C.[Cs+],CsOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.1,90,2.67
927,O=C([O-])C.[Cs+],CsOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.1,90,2.69
928,O=C([O-])C.[Cs+],CsOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.1,90,24.59
929,O=C([O-])C.[Cs+],CsOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.1,90,0.0
930,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.1,90,14.58
931,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.1,90,0.0
932,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.1,90,8.88
933,O=C([O-])C(C)(C)C.[Cs+],CsOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.1,90,2.21
934,O=C([O-])C(C)(C)C.[Cs+],CsOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.1,90,17.93
935,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.1,90,0.0
936,O=C([O-])C.[K+],KOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,3.63
937,O=C([O-])C.[K+],KOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,0.0
938,O=C([O-])C.[K+],KOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,0.7
939,O=C([O-])C.[K+],KOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,4.95
940,O=C([O-])C.[K+],KOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,11.95
941,O=C([O-])C.[K+],KOAc,CP(C)C1=CC=CC=C1,PPhMe2,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,0.0
942,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,20.46
943,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,0.0
944,O=C([O-])C(C)(C)C.[K+],KOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,4.73
945,O=C([O-])C(C)(C)C.[K+],KOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,8.98
946,O=C([O-])C(C)(C)C.[K+],KOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,18.9
947,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C)C1=CC=CC=C1,PPhMe2,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,0.0
948,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,20.22
949,O=C([O-])C.[Cs+],CsOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,0.0
950,O=C([O-])C.[Cs+],CsOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,3.17
951,O=C([O-])C.[Cs+],CsOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,5.5
952,O=C([O-])C.[Cs+],CsOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,23.05
953,O=C([O-])C.[Cs+],CsOAc,CP(C)C1=CC=CC=C1,PPhMe2,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,0.0
954,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,9.6
955,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,0.0
956,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,2.99
957,O=C([O-])C(C)(C)C.[Cs+],CsOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,7.8
958,O=C([O-])C(C)(C)C.[Cs+],CsOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,8.21
959,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C)C1=CC=CC=C1,PPhMe2,CC1=CC=C(C)C=C1,p-Xylene,0.1,90,0.0
960,O=C([O-])C.[K+],KOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC(N(C)C)=O,DMAc,0.1,105,41.9
961,O=C([O-])C.[K+],KOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC(N(C)C)=O,DMAc,0.1,105,8.23
962,O=C([O-])C.[K+],KOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC(N(C)C)=O,DMAc,0.1,105,13.11
963,O=C([O-])C.[K+],KOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC(N(C)C)=O,DMAc,0.1,105,75.22
964,O=C([O-])C.[K+],KOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC(N(C)C)=O,DMAc,0.1,105,80.38
965,O=C([O-])C.[K+],KOAc,CP(C)C1=CC=CC=C1,PPhMe2,CC(N(C)C)=O,DMAc,0.1,105,0.0
966,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC(N(C)C)=O,DMAc,0.1,105,73.59
967,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC(N(C)C)=O,DMAc,0.1,105,8.85
968,O=C([O-])C(C)(C)C.[K+],KOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC(N(C)C)=O,DMAc,0.1,105,38.15
969,O=C([O-])C(C)(C)C.[K+],KOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC(N(C)C)=O,DMAc,0.1,105,50.54
970,O=C([O-])C(C)(C)C.[K+],KOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC(N(C)C)=O,DMAc,0.1,105,89.76
971,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C)C1=CC=CC=C1,PPhMe2,CC(N(C)C)=O,DMAc,0.1,105,0.0
972,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC(N(C)C)=O,DMAc,0.1,105,45.21
973,O=C([O-])C.[Cs+],CsOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC(N(C)C)=O,DMAc,0.1,105,9.55
974,O=C([O-])C.[Cs+],CsOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC(N(C)C)=O,DMAc,0.1,105,19.97
975,O=C([O-])C.[Cs+],CsOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC(N(C)C)=O,DMAc,0.1,105,41.0
976,O=C([O-])C.[Cs+],CsOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC(N(C)C)=O,DMAc,0.1,105,83.25
977,O=C([O-])C.[Cs+],CsOAc,CP(C)C1=CC=CC=C1,PPhMe2,CC(N(C)C)=O,DMAc,0.1,105,0.0
978,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC(N(C)C)=O,DMAc,0.1,105,49.4
979,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC(N(C)C)=O,DMAc,0.1,105,4.3
980,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC(N(C)C)=O,DMAc,0.1,105,40.43
981,O=C([O-])C(C)(C)C.[Cs+],CsOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC(N(C)C)=O,DMAc,0.1,105,0.0
982,O=C([O-])C(C)(C)C.[Cs+],CsOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC(N(C)C)=O,DMAc,0.1,105,91.11
983,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C)C1=CC=CC=C1,PPhMe2,CC(N(C)C)=O,DMAc,0.1,105,0.0
984,O=C([O-])C.[K+],KOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCC#N,BuCN,0.1,105,9.1
985,O=C([O-])C.[K+],KOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCC#N,BuCN,0.1,105,0.0
986,O=C([O-])C.[K+],KOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCC#N,BuCN,0.1,105,14.36
987,O=C([O-])C.[K+],KOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCC#N,BuCN,0.1,105,19.82
988,O=C([O-])C.[K+],KOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCC#N,BuCN,0.1,105,54.67
989,O=C([O-])C.[K+],KOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCC#N,BuCN,0.1,105,0.0
990,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCC#N,BuCN,0.1,105,46.99
991,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCC#N,BuCN,0.1,105,0.0
992,O=C([O-])C(C)(C)C.[K+],KOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCC#N,BuCN,0.1,105,43.52
993,O=C([O-])C(C)(C)C.[K+],KOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCC#N,BuCN,0.1,105,16.82
994,O=C([O-])C(C)(C)C.[K+],KOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCC#N,BuCN,0.1,105,76.68
995,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C)C1=CC=CC=C1,PPhMe2,CCCC#N,BuCN,0.1,105,0.0
996,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCC#N,BuCN,0.1,105,16.19
997,O=C([O-])C.[Cs+],CsOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCC#N,BuCN,0.1,105,0.0
998,O=C([O-])C.[Cs+],CsOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCC#N,BuCN,0.1,105,33.34
999,O=C([O-])C.[Cs+],CsOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCC#N,BuCN,0.1,105,26.69
1000,O=C([O-])C.[Cs+],CsOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCC#N,BuCN,0.1,105,82.33
1001,O=C([O-])C.[Cs+],CsOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCC#N,BuCN,0.1,105,0.0
1002,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCC#N,BuCN,0.1,105,25.08
1003,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCC#N,BuCN,0.1,105,0.0
1004,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCC#N,BuCN,0.1,105,39.42
1005,O=C([O-])C(C)(C)C.[Cs+],CsOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCC#N,BuCN,0.1,105,11.95
1006,O=C([O-])C(C)(C)C.[Cs+],CsOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCC#N,BuCN,0.1,105,65.69
1007,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C)C1=CC=CC=C1,PPhMe2,CCCC#N,BuCN,0.1,105,0.0
1008,O=C([O-])C.[K+],KOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.1,105,9.87
1009,O=C([O-])C.[K+],KOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.1,105,0.0
1010,O=C([O-])C.[K+],KOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.1,105,2.85
1011,O=C([O-])C.[K+],KOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.1,105,7.74
1012,O=C([O-])C.[K+],KOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.1,105,41.35
1013,O=C([O-])C.[K+],KOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.1,105,0.0
1014,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.1,105,18.21
1015,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.1,105,0.0
1016,O=C([O-])C(C)(C)C.[K+],KOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.1,105,20.21
1017,O=C([O-])C(C)(C)C.[K+],KOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.1,105,5.98
