canonical_smiles,molregno,mol_chembl_id,standard_relation,standard_value,standard_type,standard_units,description,organism,assay_type,confidence_score,pref_name,tgt_chembl_id
COc1ccc(cc1)C(=O)Oc2ccc(cc2)S(=O)(=O)C3(CCC4(CCNCC4)C3)C(=O)NO,1840980,CHEMBL3417767,=,63400.000000000000000000000000000000,IC50,nM,Inhibition of human ERG channel after 2 hrs by fluorescence polarization assay,Homo sapiens,B,9,HERG,CHEMBL240
CNC(=O)c1ccc(Oc2ccc(cc2)S(=O)(=O)[C@]3(CCC4(CCNCC4)C3)C(=O)NO)cc1,1840982,CHEMBL3417769,>,100000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG channel after 2 hrs by fluorescence polarization assay,Homo sapiens,B,9,HERG,CHEMBL240
CNC(=O)c1ccc(Oc2ccc(cc2)S(=O)(=O)[C@@]3(CCC4(CCNCC4)C3)C(=O)NO)cc1,1840983,CHEMBL3417770,>,100000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG channel after 2 hrs by fluorescence polarization assay,Homo sapiens,B,9,HERG,CHEMBL240
CNC(=O)c1ccc(Oc2ccc(cc2)S(=O)(=O)[C@]3(CCC4(CCNCC4)C3)C(=O)NO)cc1,1840982,CHEMBL3417769,>,30000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG channel by patch clamp technique,Homo sapiens,B,9,HERG,CHEMBL240
CNC(=O)c1ccc(Oc2ccc(cc2)S(=O)(=O)[C@@]3(CCC4(CCNCC4)C3)C(=O)NO)cc1,1840983,CHEMBL3417770,>,30000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG channel by patch clamp technique,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2nnc(C(=O)N)c(Nc3cccc4cc[nH]c34)n2,1839222,CHEMBL3416026,=,5000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by GLP study,Homo sapiens,B,9,HERG,CHEMBL240
Cl.NC[C@H]1C[C@@H]1c2cc(Cl)ccc2OCCF,1839251,CHEMBL3416055,=,2000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG channel expressed in CHO cells by patch clamp method,Homo sapiens,B,9,HERG,CHEMBL240
Cl.NC[C@H]1C[C@@H]1c2cc(Cl)ccc2OCC(=C)F,1839247,CHEMBL3416051,=,3980.000000000000000000000000000000,IC50,nM,Inhibition of human ERG channel expressed in CHO cells by patch clamp method,Homo sapiens,B,9,HERG,CHEMBL240
NC[C@H]1C[C@@H]1c2cc(Cl)ccc2OCC=C.OC(=O)C(F)(F)F,1839243,CHEMBL3416047,=,270.000000000000000000000000000000,IC50,nM,Inhibition of human ERG channel expressed in CHO cells by patch clamp method,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(OCCN2CCOCC2)nn1c3ccc4ccccc4c3,1429542,CHEMBL2170062,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Clc1ccc(cc1Cl)n2cc(NCCN3CCCCC3)nn2,1840248,CHEMBL3417042,=,1700.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Clc1ccc(c(Cl)c1)n2cc(NCCN3CCCCC3)nn2,1840249,CHEMBL3417043,=,4900.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Clc1ccc(cc1)n2cc(NCCN3CCCCC3)nn2,1840250,CHEMBL3417044,=,3100.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Fc1cccc(c1)n2cc(NCCN3CCCCC3)nn2,1840251,CHEMBL3417045,=,5200.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Fc1ccc(cc1F)n2cc(NCCN3CCCCC3)nn2,1840253,CHEMBL3417047,=,2200.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Clc1ccc(cc1Cl)n2cc(NCCN3CCOCC3)nn2,1840255,CHEMBL3417049,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Fc1cccc(c1)n2cc(NCCN3CCCOCC3)nn2,1840260,CHEMBL3417054,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Fc1ccc(cc1F)n2cc(NCCN3CCC(F)(F)CC3)nn2,1840261,CHEMBL3417055,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
C(CN1CCCCC1)Nc2cn(Cc3ccccc3)nn2,1840263,CHEMBL3417057,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Clc1ccc(Cn2cc(NCCN3CCCCC3)nn2)cc1Cl,1840264,CHEMBL3417058,=,2200.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Fc1ccc(Cn2cc(NCCN3CCCCC3)nn2)cc1,1840265,CHEMBL3417059,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Fc1cccc(Cn2cc(NCCN3CCCCC3)nn2)c1,1840266,CHEMBL3417060,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Fc1ccc(Cn2cc(NCCN3CCCCC3)nn2)cc1F,1840267,CHEMBL3417061,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Clc1ccc(Cn2cc(NCCN3CCOCC3)nn2)cc1Cl,1840269,CHEMBL3417063,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Clc1ccc(Cn2cc(NCCN3CCCCCC3)nn2)cc1Cl,1840272,CHEMBL3417066,=,3900.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
C(CN1CCCCCC1)Nc2cn(Cc3ccccc3)nn2,1840273,CHEMBL3417067,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Fc1ccc(Cn2cc(NCCN3CCC(F)(F)CC3)nn2)cc1F,1840275,CHEMBL3417069,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Fc1ccc(Cn2cc(NCCN3CCC(F)(F)CC3)nn2)cc1,1840276,CHEMBL3417070,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
C[C@@H]1CCC[C@H](C)N1CCNc2cn(Cc3ccc(F)cc3)nn2,1840277,CHEMBL3417071,=,600.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
C(CN1CCOCC1)Nc2cn(nn2)C34CC5CC(CC(C5)C3)C4,1840284,CHEMBL3417078,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
CCN(CCN1CCOCC1)c2cn(nn2)C34CC5CC(CC(C5)C3)C4,1840287,CHEMBL3417081,>,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(C)nc(Nc2cc(NC[C@@H](N)C(F)(F)F)cnc2C(=O)N)c1,1838777,CHEMBL3415586,=,42000.000000000000000000000000000000,IC50,nM,Displacement of radio-labeled MK-499 from ERG channel in human embryonic kidney cells,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CS(=O)(=O)C)cnc2C(=O)N)c1,1838781,CHEMBL3415590,>,60000.000000000000000000000000000000,IC50,nM,Displacement of radio-labeled MK-499 from ERG channel in human embryonic kidney cells,Homo sapiens,B,9,HERG,CHEMBL240
COc1cccc2[nH]c(cc12)c3nc(N[C@@H]4CCOC[C@@H]4N)cnc3C(=O)N,1838802,CHEMBL3415610,=,22000.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
COc1cc(C)nc(Nc2cc(N[C@@H]3CS(=O)(=O)CC[C@@H]3N)cnc2C(=O)N)c1,1838790,CHEMBL3415599,>,30000.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)nc(n1)n4nccn4,1838789,CHEMBL3415598,=,44000.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)cc(OCC(C)(C)O)n1,1838788,CHEMBL3415597,=,18000.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)n1)C(C)(C)O,1838787,CHEMBL3415596,=,6500.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(CC(C)(C)O)cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)n1,1838786,CHEMBL3415595,=,5900.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)nc(C)c1c4cnn(C)c4,1838785,CHEMBL3415594,=,1000.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
COc1cc(C)nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,1838784,CHEMBL3415593,=,1700.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2cnc(C(=O)N)c(Nc3cccc(n3)C(F)(F)F)c2,1838783,CHEMBL3415592,=,600.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CCS(=O)(=O)C)cnc2C(=O)N)c1,1838782,CHEMBL3415591,=,14000.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(C)nc(Nc2cc(N[C@@H]3CS(=O)(=O)CC[C@@H]3N)cnc2C(=O)N)c1,1838780,CHEMBL3415589,=,29000.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
COC[C@H](N)CNc1cnc(C(=O)N)c(Nc2cc(C)cc(C)n2)c1,1838779,CHEMBL3415588,=,1600.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(C)nc(Nc2cc(NCC3(N)CC3)cnc2C(=O)N)c1,1838778,CHEMBL3415587,=,1700.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CC(F)F)cnc2C(=O)N)c1,1838776,CHEMBL3415585,=,5200.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(C)nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,1838774,CHEMBL3415583,=,1600.000000000000000000000000000000,IC50,nM,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2ncc(C(=O)N)c(Nc3cccc4cc[nH]c34)n2,1839224,CHEMBL3416028,>,30000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2nnc(C(=O)N)c(Nc3cccc4[nH]ccc34)n2,1839223,CHEMBL3416027,=,3700.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2nnc(C(=O)N)c(Nc3cccc4cc[nH]c34)n2,1839222,CHEMBL3416026,=,25900.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2nnc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2,1839221,CHEMBL3416025,=,3700.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2cnc(C(=O)N)c(Nc3cccc4cc[nH]c34)n2,1839220,CHEMBL3416024,=,8100.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2cnc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2,1839219,CHEMBL3416023,=,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2ccc(C(=O)N)c(Nc3cccc4cc[nH]c34)n2,1839218,CHEMBL3416022,>,30000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2ccc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2,1839217,CHEMBL3416021,=,8500.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1COCC[C@H]1Nc2cc3C=CNC(=O)c3c(Nc4cccc5cc[nH]c45)n2,1747594,CHEMBL3262624,=,24900.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc5cc[nH]c45)n2,1747324,CHEMBL3262356,>,30000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2ncc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2,1438524,CHEMBL2177736,=,8600.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
N[C@H]1CCCC[C@H]1Nc2ncc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2,1438524,CHEMBL2177736,=,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by manual patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
NC1=N[C@]2(CO[C@H](C[C@H]2CS1)c3occn3)c4ccc(F)cc4F,1841676,CHEMBL3422235,=,10600.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells,Homo sapiens,B,9,HERG,CHEMBL240
Cc1coc(n1)[C@H]2C[C@H]3CSC(=N[C@]3(CO2)c4ccc(F)cc4F)N,1841677,CHEMBL3422236,=,2300.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(on1)[C@H]2C[C@H]3CSC(=N[C@]3(CO2)c4ccc(F)cc4F)N,1841678,CHEMBL3422237,=,1600.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells,Homo sapiens,B,9,HERG,CHEMBL240
Cn1cc(cn1)[C@H]2C[C@H]3CSC(=N[C@]3(CO2)c4ccc(F)cc4F)N,1841679,CHEMBL3422238,=,4900.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells,Homo sapiens,B,9,HERG,CHEMBL240
C[C@H]1SC(=N[C@]2(CO[C@H](C[C@@H]12)c3occ(C)n3)c4ccc(F)cc4F)N,1841682,CHEMBL3422241,=,4800.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells,Homo sapiens,B,9,HERG,CHEMBL240
C[C@H]1SC(=N[C@]2(CO[C@H](C[C@@H]12)c3onc(C)c3)c4ccc(F)cc4F)N,1841683,CHEMBL3422242,=,2100.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells,Homo sapiens,B,9,HERG,CHEMBL240
C[C@H]1SC(=N[C@]2(CO[C@H](C[C@@H]12)c3cnn(C)c3)c4ccc(F)cc4F)N,1841684,CHEMBL3422243,=,4800.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells,Homo sapiens,B,9,HERG,CHEMBL240
Cc1coc(n1)[C@H]2C[C@H]3[C@@H](CF)SC(=N[C@]3(CO2)c4ccc(F)cc4F)N,1841685,CHEMBL3422244,=,19600.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(on1)[C@H]2C[C@H]3[C@@H](CF)SC(=N[C@]3(CO2)c4ccc(F)cc4F)N,1841686,CHEMBL3422245,=,10100.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells,Homo sapiens,B,9,HERG,CHEMBL240
Cn1cc(cn1)[C@H]2C[C@H]3[C@@H](CF)SC(=N[C@]3(CO2)c4ccc(F)cc4F)N,1841687,CHEMBL3422246,=,13800.000000000000000000000000000000,IC50,nM,Inhibition of human ERG expressed in CHO cells,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1766976,CHEMBL3305005,=,2100.000000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc2ncc(Cl)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842201,CHEMBL3422754,=,320.000000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842202,CHEMBL3422755,=,560.000000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc2ncc(C#N)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842203,CHEMBL3422756,=,370.000000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc2ncc(c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1)C(F)(F)F,1842204,CHEMBL3422757,=,130.000000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc2ncc(C(F)F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842205,CHEMBL3422758,=,5850.000000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc2ncc(C)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842206,CHEMBL3422759,=,27430.000000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc2ncc(CO)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842207,CHEMBL3422760,=,1440.000000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc2ncc(c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1)S(=O)(=O)C,1842209,CHEMBL3422762,=,1550.000000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc2ncc(OC)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842210,CHEMBL3422763,=,4260.000000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc2ncc(O)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842211,CHEMBL3422764,=,1960.000000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Oc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842212,CHEMBL3422765,=,4.830000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COC(=O)c1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842215,CHEMBL3422768,=,8.750000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Fc1cnc2ccc(nc2c1CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)C#N,1842395,CHEMBL3422947,=,3.870000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Nc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842396,CHEMBL3422948,=,3.210000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
CN(C)c1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842397,CHEMBL3422949,=,8.350000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Fc1cnc2ccc(nc2c1CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)N7CCOCC7,1842398,CHEMBL3422950,=,11.460000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1cc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2nc1OC,1842400,CHEMBL3421646,=,13.910000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1nc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c(F)cnc2cc1F,1842401,CHEMBL3422952,=,0.730000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1cc(C)c2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842402,CHEMBL3422953,=,2.900000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
CCOc1cc(C)c2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,1842403,CHEMBL3422954,=,1.190000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1nc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c(F)cnc2cc1C(F)(F)F,1842406,CHEMBL3422957,=,1.700000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(nc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c(F)cnc12)S(=O)(=O)C,1842407,CHEMBL3422958,=,12.380000000000000000000000000000,IC50,nM,Inhibition of MK499 binding to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
