Internal ID,Vendor ID,SMILES,CollectionName,logS
Mol535,31836142,Cc1ccc(C(=O)Nc2ccccc2-c2ccccc2)o1,emolecules,1.550228353
Mol536,45769048,CN(CCN1CCOC1=O)C(=O)c1cc2cc(Br)ccc2o1,emolecules,1.706973676
Mol537,89942288,CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,emolecules,0.808885867
Mol538,323908,CC(=O)N1CCN(c2ncc(-c3cc(C)no3)c([C@H]3CCCO3)n2)CC1,emolecules,1.836197481
Mol539,36680675,CCSCc1nc(N)c2ccccc2n1,emolecules,1.4827307
Mol540,184569,CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)COc2ccccc2)CC1,emolecules,1.959851955
Mol541,32130309,O=C(C1CCC1)N1CCC(c2ncc(-c3ccc(F)c(F)c3)[nH]2)CC1,emolecules,1.756331767
Mol542,32148273,CC(C)C(=O)Nc1ncn(Cc2cccnc2)n1,emolecules,1.579669294
Mol543,31965105,Cc1csc(NC(=O)CCc2ccncc2)n1,emolecules,1.580924976
Mol544,49149133,CSc1cccc(-c2ccccc2-c2nnc(C)o2)c1,emolecules,1.618466492
Mol545,33365153,O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCC(n2cccc2)CC1,emolecules,1.019946682
Mol546,1195337,Nc1ccc2[nH]c(CCc3ccccc3)nc2c1,emolecules,1.5594278
Mol547,32389082,Cc1ccc2c(C(=O)N(C)C)cc(-c3cnc(C(C)C)nc3)nc2c1C,emolecules,0.385606274
Mol548,24881110,COc1ccc2nc(CN3CCC(O)(c4ccc(C)cc4)CC3)ccc2c1,emolecules,1.472463897
Mol549,2344317,Fc1ccccc1CN1CCN(c2ncccn2)CC1,emolecules,1.558708571
Mol550,36925362,CN(Cc1ccn(-c2ccccc2)n1)C(=O)c1ccc(O)nc1,emolecules,1.59736605
Mol551,36925778,O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,emolecules,1.726727209
Mol552,25018171,CN(Cc1ccc2c(c1)OCO2)Cc1ccccc1C#N,emolecules,1.448087667
Mol553,36562566,CC1(C)O[C@@](C)([C@H]2CC3(CCNCC3)CO2)CC[C@@H]1O,emolecules,1.62910365
Mol554,43375385,CC1(C)CN(CC(=O)NCC#N)c2cccc(Cl)c21,emolecules,1.455453969
Mol555,48247754,Cc1ccc(C(=O)NC2CCN(CC#N)CC2)cc1Br,emolecules,0.309630167
Mol556,48286431,Cc1nc(-c2ccc(Cl)c(Cl)c2)n(CC(C)(C)O)n1,emolecules,1.622524862
Mol557,45652159,Cc1csc(N(C(=O)c2cc3c(C)nn(C)c3s2)C2CC2)n1,emolecules,1.758381942
Mol558,2047138,CC(=O)Nc1cccc(OC(=O)N2CCOCC2)c1,emolecules,1.753812784
Mol559,42961772,Cc1cccnc1CNc1ccc(C#N)cc1F,emolecules,1.556181847
Mol560,72972996,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,emolecules,1.578524605
Mol561,48784969,Cn1cc(NC(=O)[C@@H]2CCCCN2C(=O)OC(C)(C)C)cn1,emolecules,1.827692289
Mol562,11995039,O=C(Nc1ccc(F)cc1F)N1CCn2c1nc1ccccc12,emolecules,0.785329835
Mol563,9760971,O=C(Cn1c(-c2ccc(F)cc2)nc2ccccc21)N1CCOCC1,emolecules,1.736953954
Mol564,76018455,C[C@@H](CO)Nc1nc(C(F)(F)F)nc2[nH]cnc12,emolecules,1.602059991
Mol565,36355642,CC(=O)N1CCN(C(=O)c2ccc(-c3ccc(F)cc3)cc2F)CC1,emolecules,1.872447648
Mol566,45688619,COCc1ccccc1CNc1ccc2cc(C#N)ccc2n1,emolecules,0.416640507
Mol567,48749260,Cc1csc(CN(C)c2ccnc(N(C)C)n2)n1,emolecules,1.660770644
Mol568,49146795,Cn1cc(C#N)cc1-c1nc(C2CC2)nn1CCc1ccccc1,emolecules,1.692318044
Mol569,27513231,Nc1nnc(-c2ccc3c(c2)OCCO3)o1,emolecules,1.368658712
Mol570,36275216,N#CCCCN1CCN(c2cc(C#N)ccn2)CC1,emolecules,1.615318657
Mol571,43133355,CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2,emolecules,1.623662707
Mol572,2858011,CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,emolecules,1.743039155
Mol573,44436449,CCn1ccc2cc(C(=O)N3CCN(c4ccc(C)cc4)C(=O)C3)ccc21,emolecules,1.660201201
Mol574,49976422,Cn1cc(-c2nnc(NCc3ccc4ccccc4c3)o2)cn1,emolecules,1.050379756
Mol575,30640320,Cc1nn(C)c(C)c1NC(=O)CN1CCN(c2nccs2)CC1,emolecules,1.765072201
Mol576,41949940,CCc1c(N)cnn1-c1ccccc1C,emolecules,1.569841899
Mol577,151551,Cn1ccc(C(=O)N2CCCC(c3cccc(-c4cccc(Cl)c4)n3)C2)n1,emolecules,1.426511261
Mol578,25642172,CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2CC(=O)NCc1ccccc1F,emolecules,1.640580806
Mol579,29965110,CNC(=O)CN(C)c1cccc(F)c1C#N,emolecules,1.532754379
Mol580,11652485,O=C(Cc1csc(-c2ccccn2)n1)NC1CCCCCC1,emolecules,1.05804623
Mol581,3565214,CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,emolecules,1.271609301
Mol582,49065818,Cc1nc(Cl)cc(Nc2ccc3c(c2)N(C)C(=O)CO3)n1,emolecules,1.477555332
Mol583,540123,COc1cc2nc(N)sc2cc1OC,emolecules,1.513483957
Mol584,338392,CCOC(=O)C1(Cc2cc(-c3ccc(F)cc3)no2)CCN(Cc2ccccc2O)CC1,emolecules,0.84135947
Mol585,49667242,COc1cc(CN2CCC(c3ccnc(C)n3)CC2)ccc1F,emolecules,1.851441815
Mol586,2343133,Oc1ccc(CN2CCN(c3cccc(Cl)c3)CC2)cc1,emolecules,0.342422681
Mol587,157723,CNC(=O)c1cn(C)nc1CC1CCN(Cc2cnc(-c3ccc(OC)cc3)nc2)CC1,emolecules,1.759743368
Mol588,36944203,Cc1cc(Oc2ncccn2)ccc1NC(=O)c1c(C)oc(C)c1C,emolecules,1.740046724
Mol589,1934410,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,emolecules,0.51851394
Mol590,16784498,COc1cccc(-c2nc(C(=O)O)cs2)c1OC,emolecules,1.576571684
Mol591,193781,COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4cncnc4)cc(C)n3)CC1)CO2,emolecules,1.358886204
Mol592,49966402,Cc1cc(N2CCN(C(=O)OC(C)(C)C)[C@H](C)C2)ncn1,emolecules,1.713574538
Mol593,278832,O=C(C(c1ccccc1)c1ccccc1)N1CCOCC(Cc2ccc3cnccc3c2)C1,emolecules,1.547774705
Mol594,1317203,COc1ccc(OCC(=O)N2CCN(C)CC2)cc1,emolecules,1.72057272
Mol595,44498594,CC(=O)N1CCN(C(=O)CCc2ccc(-c3ccccc3)[nH]2)CC1,emolecules,1.790707287
Mol596,1412632,Cc1cc(NC(=O)c2cccs2)no1,emolecules,1.500099192
Mol597,44585808,Cc1csc(N(C(=O)c2ccc(-n3cncn3)c(F)c2)C2CC2)n1,emolecules,1.727053011
Mol598,48747142,COc1c(C)cnc(CN(C)S(N)(=O)=O)c1C,emolecules,1.485721426
Mol599,17074467,CCc1ccccc1NC(=O)c1cc(C)nc2onc(C)c12,emolecules,1.123851641
Mol600,35682807,Cc1cc(C(=O)N(C)Cc2ccsc2)no1,emolecules,1.533009023
Mol601,165629,OCCN1CCC(c2ccncn2)CC1,emolecules,1.573103783
Mol602,48248496,CN(c1ncc(Br)cn1)C1CCS(=O)CC1,emolecules,1.882638362
Mol603,49968176,CCc1ncnc(N(C)Cc2ccc(N)nc2)c1F,emolecules,1.542825427
Mol604,49336129,COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,emolecules,1.452553063
Mol605,24032918,O=C(NCc1cc(F)cc(F)c1)c1ccccn1,emolecules,1.637189422
Mol606,23832549,CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,emolecules,1.624282096
Mol607,23998049,O=C(Cc1ccc2c(c1)CCC2)Nc1nc2ccccc2o1,emolecules,0.559906625
Mol608,36662662,Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,emolecules,1.703205371
Mol609,32437102,COCc1cc(-c2nc(CCc3ccccc3)n[nH]2)ccc1OC,emolecules,1.396722279
Mol610,36332254,Cc1nc(C)c2c(C)c(C(=O)N(C)CCN3CCCC3)sc2n1,emolecules,1.784831178
Mol611,197199,COc1ccccc1CNc1n[nH]c2nc([C@H]3CCCN(CC(=O)N4CCCC4)C3)ccc12,emolecules,1.739176632
Mol612,36646466,Cc1ccc2nc3c(c(C(=O)NCc4cnn(C)c4)c2c1)CCCC3,emolecules,1.750199728
Mol613,49307701,Clc1cc2ncc(-n3ccnc3)nc2cc1Cl,emolecules,0.471291711
Mol614,49936164,CN(Cc1ccncc1)Cc1cc2ccccc2nc1O,emolecules,1.686546899
Mol615,18898062,CCC(CC)NC(=O)c1cc(C)nc2onc(C)c12,emolecules,1.65829765
Mol616,36286506,CCCN(C)C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,emolecules,1.59505509
Mol617,35724598,CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,emolecules,1.843232778
Mol618,75983310,CC(C)c1nc2c(n1C)CCN(C(=O)c1cccc(C(F)(F)F)c1F)C2,emolecules,1.783903579
Mol619,25587599,COc1cccc(-c2nc(-c3cccnc3)n[nH]2)c1,emolecules,1.355259906
Mol620,31845178,CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,emolecules,1.679064318
Mol621,36342840,N#Cc1ccc(N2CCc3c(ncn3C3CC3)C2)nc1,emolecules,1.658202253
Mol622,48747071,O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,emolecules,1.542576476
Mol623,32126735,N#Cc1cc(F)c(N2CCN(CCO)CC2)c(F)c1,emolecules,1.615739689
Mol624,32172391,CC(C)c1nnc(CN2CCN(c3nccs3)CC2)o1,emolecules,1.716587578
Mol625,24128634,O=C(NCc1cccnc1)c1cnn(-c2ccccc2)c1,emolecules,1.583198774
Mol626,31981950,CC(=O)NCC1CCN(C(=O)c2ccc(C)nc2)CC1,emolecules,1.73239376
Mol627,31842542,CC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,emolecules,1.421932813
Mol628,49314549,CN(Cc1cccnc1)Cc1ccc(C#N)o1,emolecules,1.487138375
Mol629,31507670,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,emolecules,0.322219295
Mol630,49972454,Cc1ccc(CCNC(=O)N2CC(C)(C)OC(C)(C)C2)cn1,emolecules,1.61415871
Mol631,1734240,CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccc(F)cc1,emolecules,1.545925329
Mol632,49949882,Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,emolecules,1.676053125
Mol633,49148845,COCCc1nc(CCCn2cccn2)n(C2Cc3ccccc3C2)n1,emolecules,1.330819467
Mol634,46036273,Cn1nc(-c2cn(Cc3ccc(CO)cc3)nn2)c2c(Cl)cccc21,emolecules,1.283301229
Mol635,49937270,CC(C)c1nnc(CNC(=O)C2(C)CCC2)n1C,emolecules,1.714664993
Mol636,43124325,CSCC[C@@H](CO)n1ccnc1-c1oc2ccccc2c1C,emolecules,1.864511081
Mol637,31412367,Cc1nn(-c2ccccn2)c2nc(C3CC3)cc(C(=O)O)c12,emolecules,1.709354776
Mol638,44583632,CCc1nc(CC)n(Cc2nc(C)cs2)n1,emolecules,1.554731377
Mol639,46091137,OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,emolecules,1.538322333
Mol640,32065468,CC(C)[C@H](NC(=O)c1c(F)cccc1F)C(=O)N1CCOCC1,emolecules,1.705007959
Mol641,30745331,Cc1nc(CC(=O)NCc2ccccc2)cs1,emolecules,1.414973348
Mol642,11835068,O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,emolecules,1.217483944
Mol643,222721,CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,emolecules,1.79719827
Mol644,1539152,COc1ccc(Nc2nc(N)nc(CN3CCN(Cc4ccccc4)CC3)n2)cc1,emolecules,1.813647695
Mol645,301065487,CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,emolecules,1.7513561
Mol646,50377896,CN(C)C1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1,emolecules,1.564666064
Mol647,6630813,Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,emolecules,1.47957531
Mol648,36659962,COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,emolecules,1.766189693
Mol649,44587026,O=C(Nc1ccn(Cc2ccccn2)n1)c1c(F)cccc1I,emolecules,1.786609473
Mol650,36622590,CCN1CCC(Nc2nc(C)cc(C)c2C#N)CC1,emolecules,1.63748973
Mol651,45764946,CS(=O)(=O)CCNC(=O)N1CC2(CCCC2)c2ccccc21,emolecules,1.675503385
Mol652,45639971,O=C(COCC1CC1)N1CCCc2ncccc21,emolecules,1.53032779
Mol653,18815715,O=C(NCc1ccc(F)cc1)c1ccc(-n2ccnc2)nc1,emolecules,1.850033258
Mol654,4758327,O=C(NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccco1,emolecules,1.575649615
Mol655,32099814,O=C(NC1CCCC1)C(=O)c1ccc2c(c1)CCC2,emolecules,1.495127881
Mol656,43370641,COc1cc(CNC(=O)NC2CCCCC2)cc(OC)c1O,emolecules,1.892150278
Mol657,50310131,COCc1ccccc1CNc1ccc2nnc(-c3ccccc3)n2n1,emolecules,0.447158031
Mol658,12013114,CN1C(=O)N(CC(=O)NCc2ccc(Cl)cc2)C(=O)C12CCCCC2,emolecules,1.705007959
Mol659,49149249,Cc1ccccc1OC1CCN(C(=O)Nc2ccc3c(c2)ncn3C)CC1,emolecules,1.427161403
Mol660,36662966,CC(C)c1nnc(CN2CCN(c3ccccc3Cl)CC2)o1,emolecules,1.704665185
Mol661,1553084,O=C(Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1)c1ccco1,emolecules,1.801815169
Mol662,49144354,Cc1ccc2nc(C)c(-c3nc(C)nn3CCO)cc2c1,emolecules,1.431363764
Mol663,25610913,COc1ccc(-c2nnc3ccc(C(F)(F)F)cn23)cc1OC(C)C,emolecules,1.360025089
Mol664,9657617,COCC(=O)Nc1nc(C)c(C)s1,emolecules,1.408579125
Mol665,1464553,Cc1ccc(NC(=O)Cc2c[nH]c3ccccc23)cc1,emolecules,0.748188027
Mol666,31895184,CC(C)C(=O)N1CCC(Nc2ncnc3ccsc23)CC1,emolecules,1.680969718
Mol667,49946976,Cc1nc(NCc2ccc(F)c(Cl)c2)n(C)n1,emolecules,1.640878779
Mol668,50127813,O=C(NCc1cccc(F)c1)c1[nH]nnc1-c1ccccc1,emolecules,1.321184027
Mol669,36318534,Cn1ccc2c(C(=O)Nc3ncn(Cc4cccnc4)n3)cccc21,emolecules,1.62838893
Mol670,44507875,c1ccc2c(N3CCn4c(nnc4C4CC4)C3)ncnc2c1,emolecules,1.637589786
Mol671,31881571,CCCC(=O)Nc1ccc(-n2cccn2)nc1,emolecules,1.655426588
Mol672,201887,CCn1cc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c(C)n1,emolecules,1.73239376
Mol673,18915110,Cc1ccc(C)c(C(=O)Nc2cnc3c(c2)c(C)nn3C)c1,emolecules,0.367355921
Mol674,208609,CC(=O)N1CCC(c2ccccn2)CC1,emolecules,1.684126926
Mol675,30231738,O=C(c1ccc(Cn2nnc(-c3cccc(F)c3)n2)cc1)N1CCCC1,emolecules,1.033423755
Mol676,33339330,Cc1ccc2nc(C)c(C(=O)NOCc3ccccc3)cc2c1,emolecules,1.304490528
Mol677,45736550,Cc1ccc(C(=O)C(=O)NC2CCCC2)cc1,emolecules,1.480006943
Mol678,150193,O=C(CN1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,emolecules,1.738384124
Mol679,1527130,COc1cccc(CNc2ncc(-c3ccccc3)n2C)c1,emolecules,1.37051309
Mol680,168323,O=C(CN1CCCC(c2cncc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,emolecules,1.817895757
Mol681,25831315,Cc1nc2ccccc2c(N)c1C(=O)/C=C/c1ccccc1,emolecules,1.617105231
Mol682,48549025,O=C(NC[C@H]1COCc2nc3ccccc3n21)c1ccncc1,emolecules,1.716837723
Mol683,46061355,CCc1ccccc1-c1cn(CCc2cnccn2)nn1,emolecules,1.441695136
Mol684,31836416,O=C(NCc1ccc(F)cc1)c1ccccn1,emolecules,1.541828767
Mol685,32444473,CN1CCN(CCOc2ccccc2N)CC1,emolecules,1.580810973
Mol686,23995487,Cc1cc(C)n(-c2ccc(C(=O)NCc3cccnc3)cc2)n1,emolecules,1.65724713
Mol687,149593,CNC(=O)CC1CCN(c2ncccn2)CC1,emolecules,1.698970004
Mol688,27369500,Cc1ccc(C(=O)C(=O)Nc2c(C)nn(C)c2C)cc1,emolecules,1.5132176
Mol689,49176426,CCCn1ncnc1-c1ccccc1SC,emolecules,1.29841638
Mol690,31879758,O=C(CCc1cccs1)Nc1ccc(N2CCOCC2)cn1,emolecules,1.507720977
Mol691,32077202,Cc1nccc(-c2cccc(NCC(=O)NCC(=O)N3CCCC3)c2)n1,emolecules,1.842297134
Mol692,32135801,CC(C)C(=O)Nc1ccc2cnn(C(C)C)c2c1,emolecules,1.361538971
Mol693,23829815,O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,emolecules,1.735439203
Mol694,485897,O=C(O)CCn1c2ccccc2c2ccccc21,emolecules,1.716086854
Mol695,300136806,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,emolecules,1.704150517
Mol696,30173146,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,emolecules,0.95616843
Mol697,32042968,c1ccc2c(c1)CN(c1cnc3ccccc3n1)CCN2,emolecules,1.399500661
Mol698,14858512,N#Cc1cccnc1NCCc1ccc(F)cc1,emolecules,0.42975228
Mol699,36260547,N#CCCCN1CCC(c2c[nH]c3ccccc23)CC1,emolecules,1.737033531
Mol700,134995,CCn1c(C)nc2cc(NC(=O)c3ccc(=O)n(CC(=O)N4CCCCC4)c3)ccc21,emolecules,1.894316063
Mol701,33340599,Cc1nn(C)c(C)c1C(=O)NCc1ccccc1,emolecules,1.738066715
Mol702,43670748,CC(C)n1ccc(C(=O)N2CCS(=O)(=O)C(C)(C)C2)n1,emolecules,1.666892211
Mol703,3566966,Cc1nc2cc(NC(=O)Cc3c(C)nc4ccccc4c3C)ccc2o1,emolecules,1.363799945
Mol704,49863653,C[C@@H](c1ccc2ccc(O[C@H]3CC[C@@H](C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,emolecules,1.864511081
Mol705,53870877,Cc1ccccc1-n1c(CC2CCN(C(=O)C3CC3)CC2)n[nH]c1=O,emolecules,1.681060244
Mol706,Z102329238,Cn1c(CNC(=O)Cc2cccc3ccccc23)nc2ccccc21,enamineHTS,1.002166062
Mol707,49159718,CS(=O)(=O)CCc1nc(C2(c3ccccc3)CC2)nn1-c1ccccc1,emolecules,1.486005186
Mol708,31600959,Cc1nc2ncccn2c1C(=O)N(CC#Cc1ccccc1)C1CCCC1,emolecules,1.632760888
Mol709,42901988,CC(C)c1noc2nc(C3CC3)cc(C(=O)N3CCN(C)C(=O)C3)c12,emolecules,1.557988148
Mol710,29972621,O=c1[nH]c2ccccc2n1C1CCN(Cc2nnsc2Cl)CC1,emolecules,0.991226076
Mol711,49953664,COc1ccc2nc(C)nc(N3CC(O)(c4ccc(F)cc4)C3)c2c1,emolecules,1.288472801
Mol712,2353222,Fc1ccc(F)c(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,emolecules,1.42975228
Mol713,153321,c1cc(CN2CCC(c3ccn[nH]3)CC2)ccn1,emolecules,1.450249108
Mol714,158151,Cc1[nH]c2ccc(Cl)cc2c1CC(=O)N1CCC(Cc2ncncc2C(N)=O)CC1,emolecules,1.667452953
Mol715,49644632,O=C(NCCN1CCC(c2ccccc2)CC1)c1ccc2ncsc2c1,emolecules,1.643650038
Mol716,35774799,c1ccc(-c2noc(NCC3CCC3)n2)cc1,emolecules,1.540079089
Mol717,32161047,c1ccc(-c2n[nH]c(C3CCN(c4cnc5ccccc5n4)CC3)n2)cc1,emolecules,0.792741786
Mol718,379670,CO[C@H]1CC[C@H](C(=O)NC[C@H]2CC[C@H](c3nnc(-c4nccc5ccccc45)o3)CC2)CC1,emolecules,1.326540669
Mol719,30455813,COc1cccc(OCCCn2cncc2-c2cc3c(cc2OC)OCCCO3)c1,emolecules,1.979775933
Mol720,18867454,COc1ccc(-c2nc(CC(N)=O)sc2C)cc1.Cl,emolecules,1.481442629
Mol721,32005722,O=C1NCCCCC1NC(=O)N1CCc2sccc2C1,emolecules,1.695481676
Mol722,4847598,O=C(O)c1ccc(=O)n(CCc2c[nH]c3ccccc23)c1,emolecules,1.627365857
Mol723,233395,Cn1ccc(CN2CCC(c3cnccn3)CC2)n1,emolecules,1.698970004
Mol724,36703704,Cc1nccn1-c1ccc(F)cc1CNC(=O)C(C)C,emolecules,1.773420723
Mol725,15274760,O=C(CN1CCSC1=O)Nc1ccccc1F,emolecules,1.500236475
Mol726,1311623,COc1ccc(CNCc2cccc3ccccc23)cc1,emolecules,1.673941999
Mol727,6809286,O=C(NCc1ccccc1)c1ccc(NS(=O)(=O)c2ccc(C3CCCCC3)cc2)cc1,emolecules,0.195899652
Mol728,49920814,Cc1noc(NCc2cccc(-c3cccnc3)c2)n1,emolecules,1.539327064
Mol729,43179665,CCCn1cnnc1Cn1ccnc1-c1ccc2occc2c1,emolecules,1.456821348
Mol730,36311460,Cc1ccc(NC(=O)CN(C)C(=O)c2ccccc2F)nc1,emolecules,1.73239376
Mol731,36915937,O=C(CCNc1ncccn1)N1CCc2ccccc2C1,emolecules,1.545059585
Mol732,29659409,CN(Cc1cccc(C#N)c1)Cc1cnn(C)c1,emolecules,1.507180977
Mol733,32444518,Nc1cnc(Cc2ccc(F)cc2)nc1,emolecules,1.582404298
Mol734,25739431,Cc1noc([C@@H]2C[C@H](NC(=O)c3ccc(F)cc3)CN2C)n1,emolecules,1.209515015
Mol735,18861554,Cc1ccc(F)cc1NC(=O)c1cnc2onc(C(C)C)c2c1,emolecules,1.627570664
Mol736,44435341,O=C(CCCc1ccc(F)cc1)N1CCN(c2ccccc2)C(=O)C1,emolecules,1.692053365
Mol737,45670665,Cc1ccsc1CN(C)C(=O)[C@@H]1CCCN1C(=O)NC(C)C,emolecules,1.624488363
Mol738,35715808,CC(C)NC(=O)c1cc(-c2ccccc2)n(-c2ccccn2)n1,emolecules,1.73295637
Mol739,31882595,CS(=O)(=O)NC1CCN(C(=O)NCCc2ccc(F)cc2)CC1,emolecules,1.83193373
Mol740,46650374,Cc1cc(C)c2c(N(C)CCC(C)C)ncnc2n1,emolecules,1.573683693
Mol741,44492208,CN(CC(=O)NC1CC1)C(=O)C1C2CC3CC(C2)CC1C3,emolecules,1.705692697
Mol742,3669743,CCc1nnc(NC(=O)Cc2c(C)noc2C)s1,emolecules,1.649237472
Mol743,48337566,CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,emolecules,1.636588184
Mol744,49944058,CCn1nccc1CNc1nnc(-c2ccc(OC)cc2)o1,emolecules,1.433289685
Mol745,53817229,Fc1cncc(-c2cnc(NCc3ccc(Cl)c(F)c3)nc2)c1,emolecules,0.505149978
Mol746,48752280,O=C1CCC(=O)N1CCN1CCCCc2ccccc21,emolecules,1.746244872
Mol747,17480068,O=C1CC2(CCN(C(=O)NCc3ccccc3)CC2)Oc2ccccc21,emolecules,0.615950052
Mol748,53880265,O=C(NC1CCCC1)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,emolecules,1.232487866
Mol749,53880275,O=C(Cc1ccccc1F)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,emolecules,1.749117662
Mol750,32220944,CO[C@@H](C(=O)Nc1cc2c(C)cc(=O)oc2cc1C)c1ccccc1,emolecules,1.599883072
Mol751,48355573,CCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,emolecules,1.397940009
Mol752,3389897,O=C(Nc1nccs1)c1c2c(nc3ccccc13)CCC2,emolecules,0.831229694
Mol753,37038179,CC(C)(C)c1ccc(C2=NC3(CCNCC3)NC2=O)cc1,emolecules,1.653694795
Mol754,2521907,O=C(CSc1ncn[nH]1)N(C1CCCCC1)C1CCCCC1,emolecules,1.552424846
Mol755,44582746,O=C(CCCc1cc(Cl)sc1Cl)N1CCC(O)CC1,emolecules,1.478422188
Mol756,32007466,Cc1cc(C)n(-c2ccc(CNC(=O)C3CCC3)cn2)n1,emolecules,1.598899887
Mol757,48825778,CN1CCC(NS(=O)(=O)C2CN(C(=O)c3cccc(Cl)c3)C2)CC1,emolecules,1.754348336
Mol758,35741477,O=C(NCc1ccc2c(c1)OCCO2)c1sccc1C1CC1,emolecules,1.493876111
Mol759,152925,NC(=O)CN1CCC(Oc2cccc(F)c2)CC1,emolecules,1.783975003
Mol760,31873876,O=S(=O)(N1CCOCC1)N1CCN(Cc2ccccc2F)CC1,emolecules,1.556543708
Mol761,183407,COc1ccc(-c2nc(C3CCN(C(=O)c4sc(C)nc4C)CC3)[nH]c2C(N)=O)cc1,emolecules,1.790918195
Mol762,153307,CCn1c(SC)nnc1C1CCN(C)CC1,emolecules,1.615107987
Mol763,35720088,CC(=O)N1CCN(CCNC(=O)N2CCc3sccc3C2)CC1,emolecules,1.746244872
Mol764,227979416,CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,emolecules,1.447158031
Mol765,31325002,Cc1ccccc1CC(=O)N1CCN(C(=O)c2ccccc2)CC1,emolecules,1.646403726
Mol766,31397498,O=C(Nc1ccccc1-n1ccnc1)c1cccs1,emolecules,1.887673552
Mol767,408502,Cc1nc2c(c(N(C)Cc3ccccc3)n1)CCN(Cc1ccccc1)C2,emolecules,1.472756449
Mol768,25724657,CSc1ccc(-c2ccc3n(c2=O)C[C@@H]2CNC[C@H]3C2)cc1,emolecules,1.709269961
Mol769,48313236,Cc1nn(-c2ccc(F)cc2)c(Cl)c1C(=O)N1CCC(S(=O)(=O)C(C)C)CC1,emolecules,1.828208614
Mol770,36997483,COc1ccc(CN2CCN(c3cc(C)nc(N)n3)CC2)cc1OC,emolecules,1.729002709
Mol771,15211082,CCN(C(C)=O)c1ccc(C)cc1C(=O)O,emolecules,1.542825427
Mol772,36698232,CCc1ncc2c(n1)CN(c1ccnc(-c3ccccc3)n1)CC2,emolecules,1.542576476
Mol773,45748055,CON(C)C(=O)c1cccc2c(C)c(C)[nH]c12,emolecules,1.498723971
Mol774,313516885,CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,emolecules,1.727785174
Mol775,50283258,O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(-c3ccc4occc4c3)cc2)C1,emolecules,1.603144373
