ligand_id,SMILES,dG_bind,dG_bind_err
5424,CC(=O)Nc1cc(NC(=O)c2cccc(F)c2)ccn1,6.258,0.424
5425,Cc1ccccc1C(=O)Nc1ccnc(NC(=O)Nc2ccccn2)c1,8.2,0.475
5426,O=C(Nc1cc(Nc2cnccn2)ncc1F)c1cc(F)ccc1Cl,-3.097,0.452
5427,NC(=O)c1ccc(Nc2cc(NC(=O)c3ccccc3F)ccn2)nc1,1.284,0.468
5428,COc1ccccc1C(=O)Nc1ccnc(Nc2ccncc2)c1,10.799,0.462
5429,COc1ccc(Nc2cc(NC(=O)c3ccccc3)ccn2)nc1,12.277,0.46
5430,O=C(CF)Nc1cc(NC(=O)c2c(F)cccc2F)ccn1,-0.646,0.428
5431,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2ccc(O)cc2)ccn1,10.048,0.476
5432,CC(=O)Nc1cc(NC(=O)c2ccccc2F)ccn1,6.017,0.425
5433,O=C(Nc1cccnc1)Nc1cc(NC(=O)c2c(F)cccc2F)ccn1,-13.175,0.473
5434,Cc1ccccc1C(=O)Nc1ccnc(NC(=O)Cc2ccccc2)c1,12.577,0.474
5435,Cc1ccc(C(=O)Nc2ccnc(NC(=O)Cc3ccccc3)c2)cc1,19.828,0.484
5436,O=C(Nc1cc(Nc2cnccn2)ncc1F)c1cc(Cl)ccc1Cl,-2.341,0.457
5437,Cc1ccc(C(=O)Nc2ccnc(Nc3cc(C)ccn3)c2)cc1,21.695,0.461
5438,O=C(Nc1ccnc(Nc2ccccn2)c1)c1ccccc1F,5.414,0.44
5439,O=C(Nc1ccnc(Nc2cnccn2)c1)c1c(F)cccc1F,1.035,0.442
5440,Cc1cccc(C)c1C(=O)Nc1ccnc(Nc2ccccn2)c1,15.692,0.461
5441,Cc1cccc(C)c1C(=O)Nc1ccnc(Nc2ccccc2)c1,12.409,0.461
5442,Cc1ccccc1C(=O)Nc1ccnc(Nc2ccncc2)c1,3.568,0.448
5443,O=C(Nc1ccnc(Nc2ccncc2)c1)c1cccc(F)c1F,4.149,0.445
5444,O=C(Nc1ccnc(Nc2ccccn2)c1)c1cc(F)ccc1F,7.608,0.443
5445,Nc1cccc(C(=O)Nc2ccnc(Nc3ccccn3)c2)c1,15.846,0.445
5446,O=C(Nc1ccnc(Nc2ncccc2F)c1)c1c(F)cccc1F,6.572,0.448
5447,O=C(Nc1ccnc(Nc2ccccc2)c1)c1cc(F)ccc1F,0.452,0.446
5448,O=C(Nc1ccnc(Nc2ccccc2)c1)c1ccccc1F,5.808,0.441
5449,O=C(Nc1ccnc(Nc2ccccn2)c1)c1cccc(F)c1,8.429,0.439
5450,COc1ccc(Cl)cc1C(=O)Nc1cc(NC(=O)C2CC2CNC(C)=O)ncc1F,0.157,0.517
5451,COc1ccc(C(=O)Nc2cc(NC(=O)C3CC3CNC(C)=O)ncc2F)c(Cl)c1,4.938,0.519
5452,COc1cc(Cl)ccc1C(=O)Nc1cc(NC(=O)C2CC2CNC(C)=O)ncc1F,-3.005,0.518
5453,COc1cccc(C(=O)Nc2cc(NC(=O)C3CC(O)C3)ncc2F)c1C,10.211,0.488
5454,COc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCCO3)ncc2F)c1,1.037,0.479
5455,Cc1cc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)nc(NC2CC2)n1,-9.027,0.51
5456,O=C(Nc1ccnc(Nc2cccc(N3CCOCC3)n2)c1)c1cc(O)ccc1Cl,8.145,0.52
5457,COc1c(C)cccc1C(=O)Nc1cc(NC(=O)C2CC(O)C2)ncc1F,10.163,0.486
5458,COc1cccc(C)c1C(=O)Nc1cc(NC(=O)C2CC(O)C2)ncc1F,-0.142,0.477
5459,Cc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3F)ccn2)nc(NCC2CC2)n1,-9.256,0.523
5460,O=C(Nc1ccnc(Nc2ccncc2)c1)c1c(F)cc(F)cc1F,0.925,0.453
5461,CCc1cc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)nc(N2CCC2)n1,-11.991,0.51
5462,Nc1ccc(C(=O)Nc2ccnc(Nc3ccncc3)c2)cc1,7.985,0.448
5463,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)nc(NCC(C)O)n1,-14.093,0.523
5464,O=C(Nc1ccnc(Nc2cc(C3CC3)[nH]n2)c1)c1cccc(O)c1Cl,-3.563,0.474
5465,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2cccc(OC)c2F)c(F)cn1,7.149,0.502
5466,COc1cccc(C)c1C(=O)Nc1cc(NC(=O)C2CC2F)ncc1F,-9.899,0.468
5467,O=C(Nc1ccnc(Nc2cc(C3CC3)[nH]n2)c1)c1ccc(O)cc1Cl,-1.598,0.483
5468,COc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)NC2CCC2)ncc1F,6.689,0.484
5469,Cc1cc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)nc(NC2CC2)n1,3.677,0.51
5470,O=C(Nc1cc(Nc2cnn(C3CCOCC3)c2)ncc1F)c1c(Cl)cccc1Cl,-15.697,0.505
5471,Cc1ccc(C(=O)Nc2ccnc(Nc3cc(C)nc(NC4CC4)n3)c2)c(Cl)c1,-3.462,0.513
5472,COc1ccc(F)c(C(=O)Nc2cc(NC(=O)C3CC(O)C3)ncc2F)c1,7.126,0.475
5473,COc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)C2CCCO2)c1,22.797,0.476
5474,COc1c(C)cccc1C(=O)Nc1cc(NC(=O)C2CC2F)ncc1F,7.774,0.468
5475,Cc1cccc(C(=O)Nc2cc(NC(=O)C3CC(O)C3)ncc2F)c1N,13.906,0.469
5476,COc1ccc(C(=O)Nc2ccnc(NC(=O)C3CCCO3)c2)c(C)c1,16.864,0.486
5477,Cc1c(O)cccc1C(=O)Nc1cc(NC(=O)C2CC2Cl)ncc1F,3.192,0.463
5478,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)nc(N2CCC2)n1,-15.288,0.51
5479,Cc1c(O)cccc1C(=O)Nc1ccnc(NC(=O)C2CCCO2)c1,9.338,0.468
5480,COc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)C2CCCO2)c1,12.754,0.472
5481,COc1ccc(C(=O)Nc2cc(NC(=O)C3CC(O)C3)ncc2F)c(F)c1,5.201,0.478
5482,COc1ccccc1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,-5.974,0.471
5483,COc1cc(C)ccc1C(=O)Nc1cc(NC(=O)C2CC2Cl)ncc1F,-9.244,0.479
5484,Cc1c(N)cccc1C(=O)Nc1cc(NC(=O)C2CC(O)C2)ncc1F,8.631,0.469
5485,COc1ccc(C(=O)Nc2cc(NC(=O)C3CC3Cl)ncc2F)c(C)c1,1.695,0.479
5486,CN(C)c1nc(Nc2cc(NC(=O)c3ccccc3Cl)c(F)cn2)cc(C2CC2)n1,-7.811,0.511
5487,COc1ccccc1C(=O)Nc1cc(NC(=O)C2CC2C#N)ncc1F,-9.901,0.467
5488,Cc1cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc(NC2CC2)n1,-7.079,0.505
5489,Cc1cc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)nc(NC2CC2)n1,-15.688,0.511
5490,CCc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)nc(NCCO)n1,-8.445,0.522
5491,COc1cccc(C(=O)Nc2cc(NC(=O)C3CC3F)ncc2F)c1C,6.434,0.474
5492,Cc1cccc(N)c1C(=O)Nc1cc(NC(=O)C2CC(O)C2)ncc1F,8.935,0.469
5493,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2cccc(OC)c2)c(F)cn1,14.087,0.496
5494,Nc1ccc(C(=O)Nc2ccnc(Nc3cccc(N4CCOCC4)n3)c2)c(Cl)c1,6.93,0.523
5495,COc1ccc(C(=O)Nc2cc(NC(=O)C3CC3(C)C)ncc2F)cc1,12.769,0.481
5496,O=C(COCc1ccccc1)Nc1cc(NC(=O)c2ccc(O)cc2Cl)ccn1,-2.629,0.507
5497,CNc1nc(C)cc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)n1,-5.522,0.494
5498,COc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)CSC(F)F)c2)c1,8.236,0.474
5499,CCc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)nc(N)n1,-0.4,0.49
5500,O=C(CSC(F)F)Nc1cc(NC(=O)c2cc(O)ccc2Cl)ccn1,-0.036,0.466
5501,Cc1cc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)n(C)n1,3.456,0.473
5502,COc1c(C)cccc1C(=O)Nc1ccnc(NC(=O)NC2CC2)c1,4.052,0.474
5503,COc1ccc(C(=O)Nc2cc(NC(=O)C3CC3(F)F)ncc2F)c(F)c1,3.399,0.466
5504,COc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)NC2CC2)c1,11.979,0.47
5505,COc1cccc(Cl)c1C(=O)Nc1ccnc(Nc2cc(C)nc(N)n2)c1,-0.211,0.485
5506,Cc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3C)ccn2)n(C)n1,7.557,0.479
5507,O=C(Nc1cc(Nc2cc(CO)ccn2)ncc1F)c1c(Cl)cccc1Br,-3.003,0.476
5508,CC(O)c1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)CC#N)c2)c(Cl)c1,4.455,0.486
5509,Cc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)CC2CC2)ncc1F,8.992,0.466
5510,COc1cc(Cl)c(C(=O)Nc2cc(NC(=O)CC3CC3)ncc2F)c(Cl)c1,4.312,0.49
5511,COc1ccccc1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,-7.135,0.459
5512,CSCC(=O)Nc1cc(NC(=O)c2c(Cl)cc(C(C)O)cc2Cl)ccn1,8.326,0.496
5513,Cc1ccc(N)cc1C(=O)Nc1cc(NC(=O)C2CC2Cl)ncc1F,1.524,0.456
5514,Cc1cccc(C(=O)Nc2cc(NC(=O)C3CC3C)ncc2F)c1N,11.267,0.464
5515,O=C(Nc1cc(NC(=O)c2cc(O)ccc2Cl)c(F)cn1)NC1CC1,-12.979,0.46
5516,N#CC1CC1C(=O)Nc1cc(NC(=O)c2c(F)cccc2Br)c(F)cn1,-2.093,0.462
5517,Cc1nc(Nc2cc(NC(=O)c3c(N)cccc3Cl)ccn2)ccc1C#N,10.907,0.479
5518,Cc1cccc(Cl)c1C(=O)Nc1ccnc(Nc2ccc(N(C)S(C)(=O)=O)cn2)c1,-1.061,0.525
5519,Cc1cccc(Cl)c1C(=O)Nc1ccnc(Nc2ccc(C#N)c(C)n2)c1,-2.414,0.485
5520,COc1ccc(F)c(C(=O)Nc2cc(NC(=O)C3CC3(F)F)ncc2F)c1,6.155,0.466
5521,CC(=O)N(C)c1ccc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)nc1,-4.827,0.506
5522,Cc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)CC3CC3)ncc2F)c1,-0.796,0.468
5523,Cc1ccc(N)c(C(=O)Nc2cc(NC(=O)C3CC3Cl)ncc2F)c1,15.769,0.459
5524,CCn1cc(Nc2cc(NC(=O)c3c(C)cccc3Cl)ccn2)cn1,-1.802,0.474
5525,COc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)CC2CC2)ncc1F,5.75,0.478
5526,CC(=O)c1cc(Cl)c(C(=O)Nc2cc(NC(=O)NC3CCC3)ncc2F)c(Cl)c1,7.304,0.509
5527,Cc1ccc(C(=O)Nc2ccnc(NC(=O)C3CCCO3)c2)c(N)c1,28.352,0.472
5528,COCCCNC(=O)Nc1cc(NC(=O)c2cc(N)ccc2Cl)ccn1,-5.828,0.482
5529,O=C(Nc1cc(NC(=O)C2CCOC2)ncc1F)c1ccccc1C(F)(F)F,-1.677,0.477
5530,Cc1nc(Nc2cc(NC(=O)c3c(F)cccc3Cl)ccn2)ccc1C#N,-3.075,0.48
5531,CCc1cc(Nc2cc(NC(=O)c3c(C)cccc3Cl)ccn2)nc(N)n1,-1.571,0.487
5532,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(F)cccc2Br)c(F)cn1,-4.943,0.488
5533,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2ccccc2C(F)(F)F)c(F)cn1,-6.733,0.501
5534,Cc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)C2CCCO2)c1,8.337,0.463
5535,Cc1cc(N)ccc1C(=O)Nc1cc(NC(=O)C2CC2Cl)ncc1F,-4.533,0.463
5536,Cc1cc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)n(C)n1,1.08,0.47
5537,CCn1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)cn1,-2.688,0.483
5538,Cc1ccc(N)cc1C(=O)Nc1ccnc(NC(=O)C2CCCO2)c1,9.482,0.467
5539,COCCCNC(=O)Nc1cc(NC(=O)c2cc(F)ccc2Cl)ccn1,-4.956,0.48
5540,COc1ccc(F)c(C(=O)Nc2cc(NC(=O)C3CC3F)ncc2F)c1,-5.854,0.456
5541,CNc1nc(Nc2cc(NC(=O)c3c(C)cccc3Cl)ccn2)cc(C(C)C)n1,-2.062,0.509
5542,Nc1ccccc1C(=O)Nc1cc(NC(=O)C2CC2CO)ncc1F,13.211,0.462
5543,CNC(=O)c1cccc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)n1,0.286,0.496
5544,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)nc(CO)n1,-7.967,0.49
5545,Cc1nc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)cc(=O)[nH]1,-2.418,0.479
5546,O=C(Nc1cc(NC(=O)C2CC2CO)ncc1F)c1cccc(F)c1F,5.916,0.459
5547,COc1cccc(C(=O)Nc2ccnc(NC(=O)NC3CC3)c2)c1C,13.898,0.476
5548,COc1cccc(Cl)c1C(=O)Nc1ccnc(Nc2cc(C(C)C)nc(N)n2)c1,0.758,0.507
5549,Nc1nc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)c(F)cn2)cc(C2CC2)n1,-12.13,0.488
5550,CCc1cc(Nc2cc(NC(=O)c3c(N)cccc3Cl)ccn2)nc(NC)n1,6.02,0.497
5551,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2cccc(F)c2)c(F)cn1,11.526,0.493
5552,CCS(=O)(=O)Nc1ccc(Nc2cc(NC(=O)c3c(F)cccc3Cl)ccn2)nc1,-10.811,0.518
5553,Cc1ccccc1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,3.509,0.463
5554,COc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)CC2CC2)c1,14.876,0.473
5555,Cc1cccc(C)c1C(=O)Nc1cc(NC(=O)C2CC2C#N)ncc1F,18.901,0.47
5556,COc1cc(Cl)c(C(=O)Nc2cc(NC(=O)NC3CC3)ncc2F)c(Cl)c1,-0.617,0.488
5557,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(C)cccc2F)c(F)cn1,-2.146,0.486
5558,Nc1nc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)c(F)cn2)cc(C2CC2)n1,-14.586,0.492
5559,CN(C)C(=O)c1cccc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)n1,1.284,0.515
5560,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3C(F)(F)F)ccn2)on1,-3.961,0.469
5561,O=C(Nc1cc(NC(=O)c2cc(Cl)ccc2Cl)c(F)cn1)NC1CC(O)C1,-10.91,0.482
5562,Cc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)NC2CC2)ncc1F,1.095,0.464
5563,COc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)NC2CC2)c1,4.98,0.466
5564,COc1ccc(C(=O)Nc2cc(NC(=O)C3CC3C)ncc2F)cc1,5.256,0.467
5565,COc1ccccc1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,-8.681,0.469
5566,O=C(Nc1cc(NC(=O)c2cc(F)ccc2Cl)c(F)cn1)NC1CC(O)C1,-10.977,0.478
5567,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3C(F)(F)F)ccn2)no1,2.001,0.474
5568,Cc1cc(N)ccc1C(=O)Nc1ccnc(NC(=O)C2CCCO2)c1,13.813,0.47
5569,O=C(Nc1cc(NCC2CC2)ncc1F)c1c(Cl)cc(CO)cc1Cl,18.581,0.47
5570,Cc1ccc(C(=O)Nc2cc(NC(=O)C3CC3Cl)ncc2F)c(N)c1,16.166,0.463
5571,Cc1cc(Nc2cc(NC(=O)c3c(F)ccc(F)c3Cl)ccn2)nc(C2CC2)n1,-9.998,0.49
5572,O=C(Nc1cc(NC(=O)c2c(Cl)cc(CF)cc2Cl)c(F)cn1)NC1CCC1,10.76,0.491
5573,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2ccccc2F)c(F)cn1,5.734,0.494
5574,Cc1nc(CO)cc(Nc2cc(NC(=O)c3c(C)cccc3Cl)ccn2)n1,-3.963,0.485
5575,COc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)NC2CC2)c1,3.672,0.469
5576,Cc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,9.05,0.47
5577,Cc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)NC3CC3)ncc2F)c1,-3.84,0.465
5578,COc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)CC2CC2)c1,5.9,0.474
5579,COc1cccc(C(=O)Nc2ccnc(NC(=O)NC3CC3)c2)c1F,2.664,0.471
5580,COCCCNC(=O)Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)ccn1,0.619,0.509
5581,Cc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)C2CCCO2)c1,13.545,0.467
5582,COc1cccc(C(=O)Nc2ccnc(NC(=O)CC3CC3)c2)c1F,14.515,0.472
5583,O=C(Nc1ccnc(Nc2cccc(=O)[nH]2)c1)c1cc(O)ccc1Cl,-5.085,0.462
5584,Cc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CC(O)C2)ncc1F,7.312,0.468
5585,Cc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CC(O)C2)ncc1F,0.501,0.464
5586,COc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)NC2CC2)ncc1F,1.332,0.473
5587,COc1ccc(C(=O)Nc2cc(NC(=O)C3CC3F)ncc2F)c(F)c1,-2.301,0.461
5588,Cc1nc(CO)cc(Nc2cc(NC(=O)c3c(F)cccc3Cl)ccn2)n1,-12.026,0.48
5589,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2cccc(C)c2F)c(F)cn1,5.761,0.486
5590,Cc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)CCO)c1,8.244,0.453
5591,O=C(CCO)Nc1cc(NC(=O)c2ccc(O)cc2Cl)ccn1,4.819,0.454
5592,Cc1cc(C)nc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)n1,8.815,0.475
5593,COc1cc(Cl)c(C(=O)Nc2ccnc(Nc3cn[nH]c3)c2)c(Cl)c1,0.429,0.474
5594,CCc1nc(C)cc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)ccn2)n1,0.402,0.506
5595,Cc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3C)ccn2)nc(N)n1,6.899,0.481
5596,Nc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,15.642,0.464
5597,Cc1coc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)n1,8.424,0.461
5598,CC(C)CC(=O)Nc1cc(NC(=O)c2cccc(O)c2Cl)ccn1,10.904,0.466
5599,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2cccc(=O)[nH]2)c1,13.12,0.467
5600,Nc1ccc(C(=O)Nc2cc(NC(=O)NC3CC3)ncc2F)c(Cl)c1,-12.257,0.463
5601,Cc1cc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)nc(N)n1,-2.437,0.468
5602,O=C(Nc1ccnc(Nc2cccc(=O)[nH]2)c1)c1ccc(F)cc1Cl,5.646,0.46
5603,CCn1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)cn1,4.739,0.478
5604,CNc1nc(C)cc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)n1,5.363,0.496
5605,Nc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)CSC(F)F)c1,20.019,0.467
5606,Cc1nc(CO)cc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)ccn2)n1,-3.488,0.484
5607,COCC(=O)Nc1cc(NC(=O)c2cccc(O)c2Cl)ccn1,-1.873,0.451
5608,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cc(C=O)cc3Cl)ccn2)on1,-2.18,0.478
5609,COc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)OC(C)C)c1,12.016,0.479
5610,CN(C)c1nc(Cl)cc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)n1,0.499,0.498
5611,Cc1c(Cl)cccc1C(=O)Nc1ccnc(Nc2cccc(CO)n2)c1,9.996,0.483
5612,O=C(Nc1cc(NC(=O)c2cccc(F)c2)ccn1)NC1CC(O)C1,-0.752,0.462
5613,Cc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CC2C(N)=O)ncc1F,4.733,0.472
5614,Cc1cc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)no1,-11.028,0.459
5615,Cn1ccc(Nc2cc(NC(=O)c3cccc(F)c3Cl)ccn2)n1,-0.819,0.462
5616,O=C(CC1CC1)Nc1cc(NC(=O)c2c(F)cccc2Br)ccn1,1.415,0.459
5617,Cc1cnc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)nc1,2.943,0.466
5618,Cc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,5.913,0.465
5619,O=C(Nc1cc(NC(=O)C2CC2(F)F)ncc1F)c1ccc(O)cc1F,5.017,0.451
5620,Cc1ccc(C(=O)Nc2cc(NC(=O)C3CC3F)ncc2F)c(C)c1,10.608,0.459
5621,Cc1cnc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)ccn2)o1,7.404,0.482
5622,O=C(Nc1ccnc(Nc2nncs2)c1)c1c(Cl)cc(CO)cc1Cl,0.595,0.474
5623,Nc1ccc(C(=O)Nc2ccnc(Nc3cccc(=O)[nH]3)c2)c(Cl)c1,5.53,0.468
5624,CNC(=O)c1cccc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)n1,0.228,0.491
5625,O=C(CC1CC1)Nc1cc(NC(=O)c2cccc(F)c2Cl)c(F)cn1,-3.335,0.458
5626,CCc1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)nc(N)n1,6.014,0.49
5627,COCC(=O)Nc1cc(NC(=O)c2ccc(O)cc2Cl)ccn1,1.746,0.455
5628,Nc1cccc(C(=O)Nc2ccnc(NC(=O)COCc3ccccc3)c2)c1Cl,-0.34,0.509
5629,N#Cc1ccc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)nc1,-1.348,0.469
5630,Cc1nc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)ccn2)ccc1C#N,1.761,0.48
5631,Nc1cccc(C(=O)Nc2ccnc(NC(=O)CSC(F)F)c2)c1Cl,6.362,0.461
5632,Cc1c(Cl)cccc1C(=O)Nc1ccnc(Nc2cn[nH]c2)c1,1.378,0.45
5633,CC(C)OC(=O)Nc1cc(NC(=O)c2ccc(O)cc2Cl)ccn1,-6.463,0.463
5634,Cc1ccnc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)c(F)cn2)c1,11.096,0.493
5635,Cc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)CCO)c1,13.006,0.456
5636,Cc1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)nc(CO)n1,0.853,0.495
5637,CC(C)CC(=O)Nc1cc(NC(=O)c2ccc(O)cc2Cl)ccn1,5.4,0.463
5638,Cc1ccc(Nc2cc(NC(=O)c3c(Cl)cc(C(C)O)cc3Cl)ccn2)nc1,10.904,0.505
5639,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)CSC(F)F)c1,19.445,0.462
5640,CCn1cc(Nc2cc(NC(=O)c3cccc(Cl)c3)ccn2)cn1,4.457,0.463
5641,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cc(F)ccc2N)c(F)cn1,14.803,0.465
5642,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)ccn2)nc(C)n1,2.99,0.504
5643,Cc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)NC2CC2)c1,4.7,0.457
5644,O=C(CSC(F)F)Nc1cc(NC(=O)c2cccc(F)c2Cl)ccn1,2.364,0.46
5645,COc1ccc(C(=O)Nc2ccnc(NC(=O)OC(C)C)c2)c(Cl)c1,1.369,0.479
5646,O=Cc1cc(Cl)c(C(=O)Nc2cc(NCC3CC3)ncc2F)c(Cl)c1,18.591,0.464
5647,COc1cccc(Nc2cc(NC(=O)c3ccc(C)cc3Cl)ccn2)n1,14.767,0.485
5648,COc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2cncc(C)n2)c1,24.442,0.483
5649,Nc1cc(Cl)c(C(=O)Nc2cc(Nc3cc(CO)ccn3)ncc2F)c(Cl)c1,4.595,0.487
5650,Nc1cc(Cl)ccc1C(=O)Nc1ccnc(Nc2cccc(CO)n2)c1,20.375,0.482
5651,Cc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,4.479,0.467
5652,O=C(CCO)Nc1cc(NC(=O)c2cc(Cl)ccc2F)ccn1,4.662,0.447
5653,O=C(Nc1cc(Nc2cc(CO)ccn2)ncc1F)c1ccc(Cl)cc1Cl,-1.014,0.482
5654,CC(=O)Nc1ccc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)nc1C,-13.771,0.507
5655,O=C(CCO)Nc1cc(NC(=O)c2cccc(O)c2Cl)ccn1,1.185,0.451
5656,COc1ccc(C(=O)Nc2ccnc(Nc3cncc(C)n3)c2)c(Cl)c1,17.325,0.49
5657,COc1c(Cl)cccc1C(=O)Nc1ccnc(Nc2cn[nH]c2)c1,0.346,0.463
5658,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2ccc(F)cc2N)c(F)cn1,21.167,0.467
5659,O=C(CC1CC1)Nc1cc(NC(=O)c2cc(Cl)ccc2F)c(F)cn1,4.493,0.46
5660,CCn1cc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)ccn2)cn1,-1.201,0.481
5661,Cc1ccc(C(=O)Nc2ccnc(Nc3ccn(C)n3)c2)c(Cl)c1,11.869,0.468
5662,O=C(Nc1ccnc(Nc2nccs2)c1)c1cc(O)ccc1Cl,-1.96,0.447
5663,Cn1ccc(Nc2cc(NC(=O)c3cc(Cl)ccc3F)ccn2)n1,3.622,0.457
5664,CNC(=O)c1ccc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)nc1,-4.284,0.493
5665,Cc1cc(Cl)c(C(=O)Nc2ccnc(Nc3cc(=O)[nH]c(C)n3)c2)c(Cl)c1,2.357,0.491
